name,type,city,district,neighborhood,landAddress,streetAddress,longtitude,latitude
너의옆자리,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 387-38,서울특별시 마포구 성미산로 190-33,126.9257426,37.56243827
나이스누들,백반/한정식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 228-5,서울특별시 마포구 성미산로 186,126.9259712,37.56307108
수목원,백반/한정식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 570-23,서울특별시 마포구 동교로25길 57,126.9199828,37.55919604
청수당공명,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 239-48,서울특별시 마포구 성미산로 152,126.9234307,37.56421027
살롱드민,요리 주점,서울특별시,마포구,연남동,서울특별시 마포구 연남동 228-42,서울특별시 마포구 동교로 254,126.9246221,37.56243708
세계냉면의날,냉면/밀면,서울특별시,마포구,연남동,서울특별시 마포구 연남동 370-14,서울특별시 마포구 연남로7길 24-11,126.9185201,37.56407529
라온,백반/한정식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 387-3,서울특별시 마포구 동교로 266-6,126.9255638,37.56306737
모모키친,일식 회/초밥,서울특별시,마포구,연남동,서울특별시 마포구 연남동 260-31,서울특별시 마포구 동교로34길 3,126.9245513,37.56105784
마리즈,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 241-17,서울특별시 마포구 성미산로29안길 19-5,126.9231422,37.56537899
제원에프엔비플리퍼스연남,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 259-5,서울특별시 마포구 동교로 235-1,126.9240875,37.56104461
디자인이알,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 453-16,서울특별시 마포구 성미산로27길 60,126.9206529,37.56609511
신안동장,중국집,서울특별시,마포구,연남동,서울특별시 마포구 연남동 487-366,서울특별시 마포구 성미산로 98,126.9182999,37.56129808
추억속으로,요리 주점,서울특별시,마포구,연남동,서울특별시 마포구 연남동 228-42,서울특별시 마포구 동교로 254,126.9246221,37.56243708
카페스콘,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 239-4,서울특별시 마포구 성미산로 172,126.9247568,37.5640872
돈조세,돼지고기 구이/찜,서울특별시,마포구,연남동,서울특별시 마포구 연남동 228-42,서울특별시 마포구 동교로 254,126.9246221,37.56243708
봉쥬르밥상,백반/한정식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 257-6,서울특별시 마포구 성미산로26길 37,126.9234129,37.56229991
이가영양떡방,떡/한과,서울특별시,마포구,연남동,서울특별시 마포구 연남동 224-60,서울특별시 마포구 성미산로 189-5,126.9265016,37.56318402
일쩜오플로어커피,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 381-5,서울특별시 마포구 동교로34길 21,126.9255505,37.56084168
질리,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 390-24,서울특별시 마포구 동교로38길 23,126.9254799,37.56181416
스윗헤르츠,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 260-31,서울특별시 마포구 동교로34길 3,126.9245513,37.56105784
계담다,백반/한정식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 384-8,서울특별시 마포구 동교로38길 33-20,126.9263367,37.56205623
샐러바웃연남점,토스트/샌드위치/샐러드,서울특별시,마포구,연남동,서울특별시 마포구 연남동 224-12,서울특별시 마포구 동교로50길 7,126.9265945,37.56380659
소주방,일반 유흥 주점,서울특별시,마포구,연남동,서울특별시 마포구 연남동 387-6,서울특별시 마포구 동교로 266-12,126.9257939,37.56280816
햄니케이크,빵/도넛,서울특별시,마포구,연남동,서울특별시 마포구 연남동 487-199,서울특별시 마포구 연남로11길 33,126.9170993,37.56526965
카쿠시타,일식 회/초밥,서울특별시,마포구,연남동,서울특별시 마포구 연남동 390-30,서울특별시 마포구 동교로38길 33-15,126.9261245,37.56185607
히비,빵/도넛,서울특별시,마포구,연남동,서울특별시 마포구 연남동 487-213,서울특별시 마포구 연남로11길 32,126.9171877,37.56541463
라쿤,일식 회/초밥,서울특별시,마포구,연남동,서울특별시 마포구 연남동 241-80,서울특별시 마포구 성미산로29안길 29,126.9234883,37.56571553
홍정기참치,일식 회/초밥,서울특별시,마포구,연남동,서울특별시 마포구 연남동 568-21,서울특별시 마포구 동교로27길 47,126.9212636,37.5598565
소프트컬러,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 241-1,서울특별시 마포구 동교로51길 63,126.9235097,37.56579682
차만다연남점,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 228-57,서울특별시 마포구 동교로 248,126.924505,37.56192242
다옴383,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 383-44,서울특별시 마포구 동교로38길 27-14,126.9261682,37.56196459
미라지,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 387-13,서울특별시 마포구 동교로 262-6,126.9253971,37.5628496
라무진연남점,일식 회/초밥,서울특별시,마포구,연남동,서울특별시 마포구 연남동 260-25,서울특별시 마포구 동교로36길 3,126.9245707,37.56128328
오피스오브,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 488-7,서울특별시 마포구 성미산로 107,126.918878,37.5620242
바다회사랑,횟집,서울특별시,마포구,연남동,서울특별시 마포구 연남동 566-8,서울특별시 마포구 동교로27길 60,126.9210407,37.5604041
엘비스텍,백반/한정식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 566-12,서울특별시 마포구 연남로1길 26,126.9215839,37.56040906
크래프트원,요리 주점,서울특별시,마포구,연남동,서울특별시 마포구 연남동 227-1,서울특별시 마포구 연희로 35,126.9269836,37.56193596
버우드,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 385-6,서울특별시 마포구 동교로46길 23,126.9260497,37.56233294
막걸리아노,백반/한정식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 228-47,서울특별시 마포구 동교로 248-2,126.9245249,37.56211182
덴연남점,요리 주점,서울특별시,마포구,연남동,서울특별시 마포구 연남동 382-18,서울특별시 마포구 동교로38길 42-6,126.9255136,37.56104859
칠링,요리 주점,서울특별시,마포구,연남동,서울특별시 마포구 연남동 383-82,서울특별시 마포구 동교로46길 42-5,126.9267472,37.56184371
루나씨엘로,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 381-5,서울특별시 마포구 동교로34길 21,126.9255505,37.56084168
메챠,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 487-32,서울특별시 마포구 연남로11길 34,126.9170748,37.56539557
꿈꾸는솜사탕,그 외 기타 간이 음식점,서울특별시,마포구,연남동,서울특별시 마포구 연남동 223-46,서울특별시 마포구 성미산로31길 11-3,126.9252593,37.56456933
오버조이드연남,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 390-56,서울특별시 마포구 동교로38안길 21,126.9253604,37.56225458
피스온테이블,김밥/만두/분식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 240-23,서울특별시 마포구 성미산로 155,126.9235051,37.56454434
언노운커피앤베이커리연남,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 240-41,서울특별시 마포구 성미산로 149-8,126.9229264,37.56464718
판다딤섬,중국집,서울특별시,마포구,연남동,서울특별시 마포구 연남동 390-74,서울특별시 마포구 동교로38안길 22,126.925191,37.56222601
콘부연남,일식 회/초밥,서울특별시,마포구,연남동,서울특별시 마포구 연남동 383-90,서울특별시 마포구 동교로46길 42-20,126.9265434,37.56185087
클럼지,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 381-3,서울특별시 마포구 동교로34길 17,126.9252772,37.56095633
그윅,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 224-6,서울특별시 마포구 동교로50길 11,126.9267783,37.56361904
텐엑스코퍼레이션,빵/도넛,서울특별시,마포구,연남동,서울특별시 마포구 연남동 383-35,서울특별시 마포구 연희로1길 45-6,126.9259288,37.56129564
리틀타코바,기타 서양식 음식점,서울특별시,마포구,연남동,서울특별시 마포구 연남동 390-84,서울특별시 마포구 동교로38길 26-6,126.9252545,37.56174904
오크앤캐스크,백반/한정식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 260-31,서울특별시 마포구 동교로34길 3,126.9245513,37.56105784
렁디커피,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 562-37,서울특별시 마포구 연남로3길 40,126.9205509,37.56061587
88노가리연남하우스지점,백반/한정식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 382-23,서울특별시 마포구 동교로36길 18,126.9253425,37.56113713
소하염전연남,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 390-72,서울특별시 마포구 동교로38길 13-1,126.925011,37.56215229
버터앤쉘터연남,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 239-39,서울특별시 마포구 성미산로 170,126.9245863,37.56413971
연남동미로끝,백반/한정식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 228-2,서울특별시 마포구 성미산로 190-4,126.9260312,37.56283735
라임,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 241-77,서울특별시 마포구 성미산로29안길 27-12,126.9229561,37.5657287
더스테이크쥬벤쿠바,파스타/스테이크,서울특별시,마포구,연남동,서울특별시 마포구 연남동 390-26,서울특별시 마포구 동교로38길 27-5,126.9256842,37.56177998
플루밍,빵/도넛,서울특별시,마포구,연남동,서울특별시 마포구 연남동 487-424,서울특별시 마포구 연남로13길 9,126.9168407,37.56670894
566라멘,일식 면 요리,서울특별시,마포구,연남동,서울특별시 마포구 연남동 566-1,서울특별시 마포구 연남로3길 33,126.9208683,37.56058273
모모칼국수,국수/칼국수,서울특별시,마포구,연남동,서울특별시 마포구 연남동 487-250,서울특별시 마포구 성미산로17길 98,126.9172732,37.56576682
비틀비틀,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 375-111,서울특별시 마포구 성미산로23길 74,126.9197666,37.56633028
해피벌스데이,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 260-45,서울특별시 마포구 동교로34길 8,126.9247911,37.56091586
카페밀노,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 387-5,서울특별시 마포구 동교로 266-10,126.9257135,37.56288852
샌드스톤,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 244-2,서울특별시 마포구 성미산로23안길 21,126.9209127,37.56613353
베따,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 385-4,서울특별시 마포구 동교로46길 25,126.9261632,37.56231595
수퍼소닉,요리 주점,서울특별시,마포구,연남동,서울특별시 마포구 연남동 387-13,서울특별시 마포구 동교로 262-6,126.9253971,37.5628496
한촉,빵/도넛,서울특별시,마포구,연남동,서울특별시 마포구 연남동 515-12,서울특별시 마포구 연남로3길 10,126.9218636,37.56142078
소주방,김밥/만두/분식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 387-6,서울특별시 마포구 동교로 266-12,126.9257939,37.56280816
연교,중국집,서울특별시,마포구,연남동,서울특별시 마포구 연남동 227-2,서울특별시 마포구 연희로 33,126.9269172,37.56182723
오롯,빵/도넛,서울특별시,마포구,연남동,서울특별시 마포구 연남동 390-92,서울특별시 마포구 동교로38안길 17,126.9250874,37.56235121
오버필커피,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 387-11,서울특별시 마포구 동교로 262-5,126.9255549,37.56289609
커비스,빵/도넛,서울특별시,마포구,연남동,서울특별시 마포구 연남동 390-34,서울특별시 마포구 동교로38길 29,126.9256641,37.56159959
연남와인salon,백반/한정식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 387-24,서울특별시 마포구 동교로46길 14,126.9254724,37.5623367
초연,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 564-10,서울특별시 마포구 월드컵북로8길 23,126.918461,37.55955154
낫낫커피,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 366-22,서울특별시 마포구 연남로7길 14,126.919505,37.56406629
딥하우스,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 229-55,서울특별시 마포구 동교로 257-1,126.9247402,37.56287966
연어롭다,일식 회/초밥,서울특별시,마포구,연남동,서울특별시 마포구 연남동 382-19,서울특별시 마포구 동교로38길 42,126.9256607,37.56104992
사이드테이블,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 229-32,서울특별시 마포구 동교로47길 3,126.9248602,37.56319612
잘란연남,요리 주점,서울특별시,마포구,연남동,서울특별시 마포구 연남동 255-25,서울특별시 마포구 성미산로28길 41,126.9237081,37.56223953
와이제이디링크,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 224-37,서울특별시 마포구 성미산로 183,126.9259661,37.56343144
태힐리아,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 260-45,서울특별시 마포구 동교로34길 8,126.9247911,37.56091586
스필아웃,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 260-5,서울특별시 마포구 동교로38길 6-5,126.9248473,37.56172731
루모스케이크,빵/도넛,서울특별시,마포구,연남동,서울특별시 마포구 연남동 241-69,서울특별시 마포구 동교로51길 81,126.9225338,37.56596813
야미케이크,빵/도넛,서울특별시,마포구,연남동,서울특별시 마포구 연남동 487-255,서울특별시 마포구 월드컵북로16길 53,126.9173779,37.56322685
말디니스에스프레소,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 241-30,서울특별시 마포구 성미산로29길 20,126.9224462,37.56497618
중화복춘살롱,중국집,서울특별시,마포구,연남동,서울특별시 마포구 연남동 373-9,서울특별시 마포구 연남로 10,126.9233678,37.56071367
따씽,중국집,서울특별시,마포구,연남동,서울특별시 마포구 연남동 228-2,서울특별시 마포구 성미산로 190-4,126.9260311,37.56284636
숲길정육점,백반/한정식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 228-40,서울특별시 마포구 동교로 256,126.9248124,37.56258298
가스트로스페인,베트남식 전문,서울특별시,마포구,연남동,서울특별시 마포구 연남동 390-98,서울특별시 마포구 동교로38안길 18,126.9250891,37.56223409
온플리크,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 390-32,서울특별시 마포구 동교로38길 27-8,126.9258998,37.56173689
감나무집,백반/한정식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 515-19,서울특별시 마포구 연남로 25,126.9218908,37.56188956
미노시,빵/도넛,서울특별시,마포구,연남동,서울특별시 마포구 연남동 390-84,서울특별시 마포구 동교로38길 26-6,126.9252545,37.56174904
라프하우스,빵/도넛,서울특별시,마포구,연남동,서울특별시 마포구 연남동 260-57,서울특별시 마포구 동교로32길 10,126.9247609,37.56065429
디저트뷰,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 241-26,서울특별시 마포구 성미산로29안길 7,126.9226597,37.56508626
댄싱케이크,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 227-4,서울특별시 마포구 동교로46길 42-3,126.9268138,37.56193442
봄띠,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 382-27,서울특별시 마포구 동교로38길 30,126.9254501,37.56152556
차니베어스테이션,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 227-6,서울특별시 마포구 동교로46길 42-4,126.9267221,37.56201468
플루프커피,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 387-46,서울특별시 마포구 동교로46길 12,126.9253693,37.56242586
틸다제이,빵/도넛,서울특별시,마포구,연남동,서울특별시 마포구 연남동 241-80,서울특별시 마포구 성미산로29안길 29,126.9234883,37.56571553
뉴오더클럽NewOrderClub,피자,서울특별시,마포구,연남동,서울특별시 마포구 연남동 260-31,서울특별시 마포구 동교로34길 3,126.9245513,37.56105784
백식당,요리 주점,서울특별시,마포구,연남동,서울특별시 마포구 연남동 382-1,서울특별시 마포구 동교로38길 28,126.9254258,37.56164247
르빵드파파,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 246-4,서울특별시 마포구 성미산로23길 46,126.920494,37.5653458
보르도,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 383-102,서울특별시 마포구 연희로1길 59-3,126.926333,37.56152458
케익다방연남점,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 223-104,서울특별시 마포구 동교로51안길 13,126.9245491,37.56514854
라포르엘,빵/도넛,서울특별시,마포구,연남동,서울특별시 마포구 연남동 258-3,서울특별시 마포구 동교로 247,126.9241526,37.56202733
카페어쿠스틱,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 257-20,서울특별시 마포구 동교로29길 40,126.922961,37.56224173
미로베이크,빵/도넛,서울특별시,마포구,연남동,서울특별시 마포구 연남동 228-44,서울특별시 마포구 동교로 252,126.9245553,37.56235538
고시고시,일식 회/초밥,서울특별시,마포구,연남동,서울특별시 마포구 연남동 384-7,서울특별시 마포구 동교로38길 33-21,126.9261664,37.56209072
카멜로연남,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 383-23,서울특별시 마포구 연희로1길 57,126.9263349,37.56138944
잔상,요리 주점,서울특별시,마포구,연남동,서울특별시 마포구 연남동 390-39,서울특별시 마포구 동교로38길 33-10,126.9261515,37.56154996
진가,중국집,서울특별시,마포구,연남동,서울특별시 마포구 연남동 260-41,서울특별시 마포구 동교로34길 12,126.9249385,37.56089918
맥코이커피,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 250-5,서울특별시 마포구 성미산로 147,126.9227294,37.56417685
춘리연남동점,중국집,서울특별시,마포구,연남동,서울특별시 마포구 연남동 258-1,서울특별시 마포구 동교로 249,126.9241618,37.56217158
솔트포레스트,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 387-40,서울특별시 마포구 동교로46길 18-3,126.9257136,37.56209561
서울도넛츠,빵/도넛,서울특별시,마포구,연남동,서울특별시 마포구 연남동 487-423,서울특별시 마포구 연남로13길 5,126.9168846,37.56680846
우미집1947,백반/한정식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 241-60,서울특별시 마포구 동교로51길 91,126.9220456,37.56607179
친친,베트남식 전문,서울특별시,마포구,연남동,서울특별시 마포구 연남동 370-30,서울특별시 마포구 연남로7길 24,126.9189777,37.56374609
쌉연남,베트남식 전문,서울특별시,마포구,연남동,서울특별시 마포구 연남동 228-11,서울특별시 마포구 성미산로 184,126.9258222,37.56320487
온순간라마티에,백반/한정식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 487-375,서울특별시 마포구 성미산로16길 3-3,126.9181215,37.56111623
장농속,백반/한정식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 384-4,서울특별시 마포구 동교로46길 24,126.9259047,37.56218745
다솜푸드,구내식당,서울특별시,마포구,연남동,서울특별시 마포구 연남동 369-1,서울특별시 마포구 성미산로 111,126.9191509,37.5635044
망원동티라미수,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 373-10,서울특별시 마포구 동교로 227-11,126.9234915,37.56076886
서울아일랜드,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 564-37,서울특별시 마포구 연남로1길 88,126.9186641,37.55881455
바람팩토리,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 390-48,서울특별시 마포구 동교로38길 26-7,126.9253017,37.56161431
정소바,일식 면 요리,서울특별시,마포구,연남동,서울특별시 마포구 연남동 382-16,서울특별시 마포구 동교로38길 38,126.9256362,37.56117585
흑심,일식 회/초밥,서울특별시,마포구,연남동,서울특별시 마포구 연남동 387-15,서울특별시 마포구 동교로 262-10,126.9255582,37.56267086
휘퍼스,빵/도넛,서울특별시,마포구,연남동,서울특별시 마포구 연남동 223-83,서울특별시 마포구 성미산로 167-14,126.9251275,37.56428881
리틀파파포,베트남식 전문,서울특별시,마포구,연남동,서울특별시 마포구 연남동 390-83,서울특별시 마포구 동교로38안길 5,126.9246495,37.56210394
슬로우캘리,토스트/샌드위치/샐러드,서울특별시,마포구,연남동,서울특별시 마포구 연남동 390-42,서울특별시 마포구 동교로38길 35,126.9257922,37.56134846
국숯집,국수/칼국수,서울특별시,마포구,연남동,서울특별시 마포구 연남동 381-5,서울특별시 마포구 동교로34길 21,126.9255505,37.56084168
이석덕생면파스타,파스타/스테이크,서울특별시,마포구,연남동,서울특별시 마포구 연남동 453-9,서울특별시 마포구 동교로51길 111,126.9208312,37.56629497
란콰이진,중국집,서울특별시,마포구,연남동,서울특별시 마포구 연남동 241-81,서울특별시 마포구 성미산로29안길 27-6,126.9233522,37.56573231
무채색숲,백반/한정식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 260-56,서울특별시 마포구 동교로32길 10,126.9247609,37.56065429
연희면관,중국집,서울특별시,마포구,연남동,서울특별시 마포구 연남동 245-41,서울특별시 마포구 성미산로29길 35,126.9216347,37.56551841
나카스하이볼클럽,일식 회/초밥,서울특별시,마포구,연남동,서울특별시 마포구 연남동 383-103,서울특별시 마포구 연희로1길 59,126.9264244,37.56146234
케이바,요리 주점,서울특별시,마포구,연남동,서울특별시 마포구 연남동 390-39,서울특별시 마포구 동교로38길 33-10,126.9261515,37.56154996
제이엔알,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 509-4,서울특별시 마포구 연남로5길 12,126.9211848,37.56218046
소이연남,베트남식 전문,서울특별시,마포구,연남동,서울특별시 마포구 연남동 229-67,서울특별시 마포구 동교로 267,126.9253648,37.56352509
송가,중국집,서울특별시,마포구,연남동,서울특별시 마포구 연남동 226-16,서울특별시 마포구 성미산로 197,126.9269856,37.56258473
메르센,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 227-15,서울특별시 마포구 성미산로 198,126.926751,37.56236635
풍년식당,백반/한정식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 228-21,서울특별시 마포구 동교로 264,126.9253494,37.56302036
히메지,일식 회/초밥,서울특별시,마포구,연남동,서울특별시 마포구 연남동 227-15,서울특별시 마포구 성미산로 198,126.926751,37.56236635
신군신양,요리 주점,서울특별시,마포구,연남동,서울특별시 마포구 연남동 390-24,서울특별시 마포구 동교로38길 23,126.9254799,37.56181416
거북이의꿈,일식 회/초밥,서울특별시,마포구,연남동,서울특별시 마포구 연남동 387-31,서울특별시 마포구 성미산로 190-31,126.9258206,37.56252908
비공간,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 454-7,서울특별시 마포구 성미산로27길 69,126.9201289,37.56632459
향미,중국집,서울특별시,마포구,연남동,서울특별시 마포구 연남동 226-21,서울특별시 마포구 성미산로 193,126.9266983,37.56288847
유니르,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 228-32,서울특별시 마포구 동교로 256-10,126.9251768,37.56243312
올레쭈꾸미,해산물 구이/찜,서울특별시,마포구,연남동,서울특별시 마포구 연남동 224-18,서울특별시 마포구 동교로 282,126.9266231,37.56418528
멕시칸치킨호프,치킨,서울특별시,마포구,연남동,서울특별시 마포구 연남동 373-15,서울특별시 마포구 연남로 6,126.9235406,37.56050801
그리너에프엔비,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 240-22,서울특별시 마포구 성미산로 157,126.9236511,37.56462676
파델라,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 567-34,서울특별시 마포구 연남로1길 11,126.9223728,37.56064152
연남복돼지,돼지고기 구이/찜,서울특별시,마포구,연남동,서울특별시 마포구 연남동 228-48,서울특별시 마포구 동교로 248-1,126.924515,37.56201261
씨스터브레드,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 224-51,서울특별시 마포구 동교로52길 20-4,126.9271975,37.56359582
명인갈비,돼지고기 구이/찜,서울특별시,마포구,연남동,서울특별시 마포구 연남동 361-17,서울특별시 마포구 연남로 85,126.9182394,37.56627125
포가레이,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 373-13,서울특별시 마포구 동교로 227-7,126.9235836,37.56066158
한공간,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 561-4,서울특별시 마포구 동교로27길 78,126.9204311,37.5610743
듀윗,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 260-14,서울특별시 마포구 동교로 242-5,126.9246694,37.56150944
여의주,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 260-45,서울특별시 마포구 동교로34길 8,126.9247911,37.56091586
불철,요리 주점,서울특별시,마포구,연남동,서울특별시 마포구 연남동 387-5,서울특별시 마포구 동교로 266-10,126.9257135,37.56288852
비스트로가마,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 390-68,서울특별시 마포구 동교로38안길 10,126.9248513,37.56224094
발리문,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 228-48,서울특별시 마포구 동교로 248-1,126.924515,37.56201261
카페오르트,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 382-1,서울특별시 마포구 동교로38길 28,126.9254258,37.56164247
대원미디어연남점,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 223-96,서울특별시 마포구 성미산로 165-7,126.924743,37.56505119
아트와떵,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 226-26,서울특별시 마포구 동교로50길 25,126.9273598,37.56332698
연어면식,일식 회/초밥,서울특별시,마포구,연남동,서울특별시 마포구 연남동 241-88,서울특별시 마포구 성미산로29안길 19-4,126.9233205,37.56557885
차차밀로,백반/한정식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 383-42,서울특별시 마포구 동교로38길 33-12,126.926241,37.56162286
리파인,백반/한정식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 229-10,서울특별시 마포구 동교로 265,126.9252541,37.56335288
지구샵그로서리,김밥/만두/분식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 361-14,서울특별시 마포구 연남로 93,126.9176877,37.56684285
홈리스헤븐,요리 주점,서울특별시,마포구,연남동,서울특별시 마포구 연남동 387-4,서울특별시 마포구 동교로 266-8,126.9256443,37.562978
카나데,일식 회/초밥,서울특별시,마포구,연남동,서울특별시 마포구 연남동 566-12,서울특별시 마포구 연남로1길 26,126.9215839,37.56040906
갤러리루즈,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 229-56,서울특별시 마포구 동교로 257,126.9246391,37.56282468
최사장네닭,백반/한정식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 373-17,서울특별시 마포구 연남로 4-1,126.9236329,37.56038271
멜롭스,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 487-257,서울특별시 마포구 월드컵북로16길 54,126.9173572,37.56309151
주당,백반/한정식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 390-35,서울특별시 마포구 동교로38길 33,126.9257221,37.561501
유메오뎅,백반/한정식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 228-23,서울특별시 마포구 동교로 262,126.925237,37.56296528
유니크혼,빵/도넛,서울특별시,마포구,연남동,서울특별시 마포구 연남동 387-25,서울특별시 마포구 동교로46길 16,126.9255418,37.56223821
신산커피하우스연남,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 387-38,서울특별시 마포구 성미산로 190-33,126.9257426,37.56243827
부빵,빵/도넛,서울특별시,마포구,연남동,서울특별시 마포구 연남동 240-16,서울특별시 마포구 성미산로29안길 18,126.9232131,37.5651724
오사오,생맥주 전문,서울특별시,마포구,연남동,서울특별시 마포구 연남동 223-90,서울특별시 마포구 동교로51길 57,126.9238396,37.56568269
요유어요거트,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 249-8,서울특별시 마포구 성미산로23길 10,126.9215883,37.56403127
연남파스타야,파스타/스테이크,서울특별시,마포구,연남동,서울특별시 마포구 연남동 387-5,서울특별시 마포구 동교로 266-10,126.9257135,37.56288852
너의행복,요리 주점,서울특별시,마포구,연남동,서울특별시 마포구 연남동 241-38,서울특별시 마포구 성미산로29길 40-16,126.922441,37.56533655
연남동그라미,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 239-5,서울특별시 마포구 성미산로32길 10,126.9245211,37.5639499
