name,type,city,district,neighborhood,landAddress,streetAddress,longtitude,latitude
제스티살룬연남,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 383-93,서울특별시 마포구 연희로 31,126.9268398,37.56170039
이스트사이드치킨샌드위치,피자,서울특별시,마포구,연남동,서울특별시 마포구 연남동 567-6,서울특별시 마포구 동교로27길 46,126.9214888,37.55993965
연남살롱,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 504-33,서울특별시 마포구 성미산로 122-1,126.920488,37.56262461
바림케이크,빵/도넛,서울특별시,마포구,연남동,서울특별시 마포구 연남동 482-30,서울특별시 마포구 성미산로19길 21,126.918302,37.56272173
알앤엠,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 487-93,서울특별시 마포구 성미산로17길 12,126.9182428,37.5621175
수라간,백반/한정식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 228-56,서울특별시 마포구 동교로38안길 3,126.9246401,37.5619687
온기,일식 회/초밥,서울특별시,마포구,연남동,서울특별시 마포구 연남동 566-60,서울특별시 마포구 연남로3길 7,126.9221139,37.56133296
88파운드,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 487-424,서울특별시 마포구 연남로13길 9,126.9168407,37.56670894
연남안테이쿠,일식 회/초밥,서울특별시,마포구,연남동,서울특별시 마포구 연남동 383-102,서울특별시 마포구 연희로1길 59-3,126.926333,37.56152458
카페바우연남점,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 256-7,서울특별시 마포구 성미산로26길 26,126.9228187,37.56269095
등불서양주점,요리 주점,서울특별시,마포구,연남동,서울특별시 마포구 연남동 227-31,서울특별시 마포구 성미산로 190-11,126.9260812,37.56250442
엘리제레,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 223-21,서울특별시 마포구 성미산로 163,126.924247,37.5649025
리이슈커피로스터스,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 509-29,서울특별시 마포구 연남로 35,126.9213473,37.56268652
아트클로버,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 239-49,서울특별시 마포구 성미산로 150,126.9232509,37.56411853
랩1,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 241-44,서울특별시 마포구 성미산로29길 40-11,126.9223024,37.56553352
엘바,생맥주 전문,서울특별시,마포구,연남동,서울특별시 마포구 연남동 373-18,서울특별시 마포구 동교로 227-1,126.9237566,37.5604379
테판클럽,일식 회/초밥,서울특별시,마포구,연남동,서울특별시 마포구 연남동 259-16,서울특별시 마포구 동교로 243,126.9241118,37.5617116
아트스뉴욕연남점,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 223-24,서울특별시 마포구 동교로51길 51,126.9241576,37.56561351
쿠히치연남점,일식 회/초밥,서울특별시,마포구,연남동,서울특별시 마포구 연남동 383-97,서울특별시 마포구 동교로46길 42-22,126.9264426,37.56177787
피프티인더카트,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 387-7,서울특별시 마포구 성미산로 190-8,126.9258742,37.56273681
페브,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 387-9,서울특별시 마포구 동교로 262-11,126.9257043,37.56274427
오늘그대와,요리 주점,서울특별시,마포구,연남동,서울특별시 마포구 연남동 387-8,서울특별시 마포구 동교로 262-13,126.9257847,37.56266391
믜요,김밥/만두/분식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 228-32,서울특별시 마포구 동교로 256-10,126.9251768,37.56243312
팽페르뒤,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 260-2,서울특별시 마포구 동교로38길 12,126.924947,37.56188139
고릴라요정옆집,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 385-12,서울특별시 마포구 동교로46길 21,126.9258467,37.56228604
스시정인,일식 회/초밥,서울특별시,마포구,연남동,서울특별시 마포구 연남동 241-80,서울특별시 마포구 성미산로29안길 29,126.9234883,37.56571553
오뗄드꾸뜨,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 387-19,서울특별시 마포구 동교로46길 7,126.9253539,37.56270504
믹슬로우,요리 주점,서울특별시,마포구,연남동,서울특별시 마포구 연남동 566-60,서울특별시 마포구 연남로3길 7,126.9221139,37.56133296
그리스마스,중국집,서울특별시,마포구,연남동,서울특별시 마포구 연남동 383-82,서울특별시 마포구 동교로46길 42-5,126.9267472,37.56184371
라보아르,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 223-9,서울특별시 마포구 동교로51안길 24,126.9241053,37.56531569
무디,요리 주점,서울특별시,마포구,연남동,서울특별시 마포구 연남동 223-93,서울특별시 마포구 성미산로29안길 26,126.923639,37.56546462
연남사인,일반 유흥 주점,서울특별시,마포구,연남동,서울특별시 마포구 연남동 241-74,서울특별시 마포구 성미산로29안길 19-7,126.9230405,37.56536905
목화씨라운지연남점,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 245-63,서울특별시 마포구 성미산로29길 23,126.9220952,37.56498199
오이도,요리 주점,서울특별시,마포구,연남동,서울특별시 마포구 연남동 567-39,서울특별시 마포구 월드컵북로6길 93,126.9228057,37.56044725
파크애비뉴,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 257-12,서울특별시 마포구 성미산로26길 32-2,126.9229691,37.56246706
쿄라멘,일식 면 요리,서울특별시,마포구,연남동,서울특별시 마포구 연남동 385-4,서울특별시 마포구 동교로46길 25,126.9261632,37.56231595
작가식당,백반/한정식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 561-6,서울특별시 마포구 동교로27길 74,126.9205807,37.56090447
저스트텐동연남,일식 카레/돈가스/덮밥,서울특별시,마포구,연남동,서울특별시 마포구 연남동 228-25,서울특별시 마포구 동교로46길 3,126.925228,37.56280301
아를,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 375-115,서울특별시 마포구 성미산로23길 64,126.9199727,37.56616998
라온디,빵/도넛,서울특별시,마포구,연남동,서울특별시 마포구 연남동 224-23,서울특별시 마포구 동교로 278,126.9264794,37.56394069
하이펫푸드&카페,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 487-291,서울특별시 마포구 성미산로 96,126.9181089,37.56120622
제이유푸드앤트레이드,피자,서울특별시,마포구,연남동,서울특별시 마포구 연남동 229-34,서울특별시 마포구 동교로 259,126.9248401,37.56301573
레스토랑오브편,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 383-78,서울특별시 마포구 동교로38길 33-18,126.926338,37.56196613
에스에프베이글,빵/도넛,서울특별시,마포구,연남동,서울특별시 마포구 연남동 385-1,서울특별시 마포구 동교로46길 29,126.9263678,37.56225474
연남일기,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 260-38,서울특별시 마포구 동교로34길 9,126.9249139,37.56103412
모모,일식 회/초밥,서울특별시,마포구,연남동,서울특별시 마포구 연남동 260-23,서울특별시 마포구 동교로 242-6,126.9247162,37.56140174
분식,김밥/만두/분식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 487-21,서울특별시 마포구 성미산로17길 115,126.9168541,37.5665649
연나방,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 562-25,서울특별시 마포구 동교로27길 81,126.920114,37.56108942
디아더띵크,요리 주점,서울특별시,마포구,연남동,서울특별시 마포구 연남동 390-25,서울특별시 마포구 동교로38길 27,126.9255603,37.5617338
스윗사워솔트,피자,서울특별시,마포구,연남동,서울특별시 마포구 연남동 561-59,서울특별시 마포구 연남로5길 19,126.9209866,37.56180021
치플레,빵/도넛,서울특별시,마포구,연남동,서울특별시 마포구 연남동 387-10,서울특별시 마포구 동교로 262-9,126.9256239,37.56282463
라셀렉시옹,요리 주점,서울특별시,마포구,연남동,서울특별시 마포구 연남동 383-44,서울특별시 마포구 동교로38길 27-14,126.9261682,37.56196459
구름공장,김밥/만두/분식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 573,서울특별시 마포구 연남로 30,126.9218451,37.56270008
카멜리아,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 229-30,서울특별시 마포구 동교로45길 8,126.9246671,37.56323941
프롬더맘,백반/한정식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 390-39,서울특별시 마포구 동교로38길 33-10,126.9261515,37.56154996
빠끼또,요리 주점,서울특별시,마포구,연남동,서울특별시 마포구 연남동 487-105,서울특별시 마포구 성미산로17길 4,126.9183612,37.56175817
누아즈데테,빵/도넛,서울특별시,마포구,연남동,서울특별시 마포구 연남동 245-41,서울특별시 마포구 성미산로29길 35,126.9216347,37.56551841
피스피스연남,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 241-60,서울특별시 마포구 동교로51길 91,126.9220456,37.56607179
이주방,일식 회/초밥,서울특별시,마포구,연남동,서울특별시 마포구 연남동 227-2,서울특별시 마포구 연희로 33,126.9269172,37.56182723
카츠요,일식 회/초밥,서울특별시,마포구,연남동,서울특별시 마포구 연남동 381-3,서울특별시 마포구 동교로34길 17,126.9252772,37.56095633
진우네초밥,일식 회/초밥,서울특별시,마포구,연남동,서울특별시 마포구 연남동 565-31,서울특별시 마포구 연남로3길 51,126.920128,37.56011643
파비욘더쌈,요리 주점,서울특별시,마포구,연남동,서울특별시 마포구 연남동 224-19,서울특별시 마포구 동교로 280,126.9265788,37.5641128
노는날,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 383-80,서울특별시 마포구 동교로46길 42-8,126.9266554,37.56193298
땡스오트,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 375-113,서울특별시 마포구 성미산로23길 68,126.9198807,37.56626825
브래디스브레드,빵/도넛,서울특별시,마포구,연남동,서울특별시 마포구 연남동 244-1,서울특별시 마포구 성미산로23안길 23,126.9209688,37.56617008
일용할커피,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 487-391,서울특별시 마포구 월드컵북로8길 3,126.918098,37.55882738
신도씨엔아이,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 566-61,서울특별시 마포구 연남로1길 6-9,126.9222291,37.56118984
풀뜯는돼지,돼지고기 구이/찜,서울특별시,마포구,연남동,서울특별시 마포구 연남동 260-46,서울특별시 마포구 동교로32길 7,126.9247247,37.56080713
아필립,백반/한정식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 226-23,서울특별시 마포구 성미산로 191,126.9265388,37.5629591
온더랜드,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 382-29,서울특별시 마포구 동교로38길 34,126.9255423,37.56140926
가스프,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 387-4,서울특별시 마포구 동교로 266-8,126.9256443,37.562978
흐림,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 383-24,서울특별시 마포구 연희로1길 51,126.926078,37.56115284
야미양,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 254-3,서울특별시 마포구 동교로41길 31-10,126.9228397,37.56359218
온실,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 383-103,서울특별시 마포구 연희로1길 59,126.9264244,37.56146234
타래커피연남점,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 567-1,서울특별시 마포구 동교로27길 50,126.9213854,37.56004683
카페시월,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 488-11,서울특별시 마포구 성미산로 105,126.9187204,37.56196869
바람커피원두상점,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 226-34,서울특별시 마포구 연희로 47,126.9277274,37.56295188
이피,요리 주점,서울특별시,마포구,연남동,서울특별시 마포구 연남동 241-51,서울특별시 마포구 성미산로29길 40-6,126.9219168,37.56558406
스테이키스트,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 240-53,서울특별시 마포구 성미산로29길 14,126.9226423,37.56472568
부페트발라,뷔페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 385-6,서울특별시 마포구 동교로46길 23,126.9260497,37.56233294
언노운핸즈,빵/도넛,서울특별시,마포구,연남동,서울특별시 마포구 연남동 240-41,서울특별시 마포구 성미산로 149-8,126.9229264,37.56464718
선학분식,김밥/만두/분식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 227-15,서울특별시 마포구 성미산로 198,126.926751,37.56236635
이제,백반/한정식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 228-34,서울특별시 마포구 동교로 256-3,126.9250157,37.56261186
연남제비,돼지고기 구이/찜,서울특별시,마포구,연남동,서울특별시 마포구 연남동 228-5,서울특별시 마포구 성미산로 186,126.9259712,37.56307108
온오프연남,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 453-9,서울특별시 마포구 동교로51길 111,126.9208312,37.56629497
애월연어,일식 회/초밥,서울특별시,마포구,연남동,서울특별시 마포구 연남동 387-9,서울특별시 마포구 동교로 262-11,126.9257043,37.56274427
왓어버터,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 223-16,서울특별시 마포구 동교로51안길 19,126.9242661,37.56515497
메종미하벨,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 245-49,서울특별시 마포구 성미산로29길 29-9,126.9216754,37.56505024
쟈드니에,피자,서울특별시,마포구,연남동,서울특별시 마포구 연남동 375-108,서울특별시 마포구 동교로51길 133-1,126.919754,37.56642027
"기대,연남",요리 주점,서울특별시,마포구,연남동,서울특별시 마포구 연남동 390-37,서울특별시 마포구 동교로38길 33-9,126.9259802,37.56165653
채널오렌지ss,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 487-377,서울특별시 마포구 성미산로17길 111,126.9169242,37.56641237
육연당,백반/한정식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 361-17,서울특별시 마포구 연남로 85,126.9182394,37.56627125
모닐이네하우스,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 252-3,서울특별시 마포구 성미산로26길 9,126.9224687,37.56341759
메리,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 390-41,서울특별시 마포구 동교로38길 33-6,126.9259045,37.56141256
진어참치,일식 회/초밥,서울특별시,마포구,연남동,서울특별시 마포구 연남동 561-8,서울특별시 마포구 연남로3길 34,126.9207529,37.56073485
규카츠정연남점,일식 카레/돈가스/덮밥,서울특별시,마포구,연남동,서울특별시 마포구 연남동 228-3,서울특별시 마포구 동교로 266-11,126.9259509,37.5629087
하울인더바,요리 주점,서울특별시,마포구,연남동,서울특별시 마포구 연남동 390-30,서울특별시 마포구 동교로38길 33-15,126.9261245,37.56185607
스윗햇샵,빵/도넛,서울특별시,마포구,연남동,서울특별시 마포구 연남동 223-90,서울특별시 마포구 동교로51길 57,126.9238396,37.56568269
라함키친와인바,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 224-18,서울특별시 마포구 동교로 282,126.9266231,37.56418528
우이락연남점,백반/한정식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 229-10,서울특별시 마포구 동교로 265,126.9252541,37.56335288
모츠모츠,일식 회/초밥,서울특별시,마포구,연남동,서울특별시 마포구 연남동 566-19,서울특별시 마포구 연남로3길 23,126.921362,37.56088458
초이다이닝,일식 회/초밥,서울특별시,마포구,연남동,서울특별시 마포구 연남동 260-25,서울특별시 마포구 동교로36길 3,126.9245707,37.56128328
아뜰리에디셈버,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 239-39,서울특별시 마포구 성미산로 170,126.9245863,37.56413971
얍,요리 주점,서울특별시,마포구,연남동,서울특별시 마포구 연남동 381-15,서울특별시 마포구 동교로32길 19,126.9253955,37.56059699
조원,중국집,서울특별시,마포구,연남동,서울특별시 마포구 연남동 240-44,서울특별시 마포구 성미산로 151,126.9231342,37.56436075
유니의우아한식탁,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 390-32,서울특별시 마포구 동교로38길 27-8,126.9258998,37.56173689
쇠가부엌,요리 주점,서울특별시,마포구,연남동,서울특별시 마포구 연남동 223-110,서울특별시 마포구 성미산로 161-6,126.9241198,37.56509056
모이다,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 562-44,서울특별시 마포구 연남로3길 50,126.9200113,37.56035864
카페드레빗,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 259-3,서울특별시 마포구 동교로29길 10,126.9238943,37.56109691
화실,요리 주점,서울특별시,마포구,연남동,서울특별시 마포구 연남동 383-102,서울특별시 마포구 연희로1길 59-3,126.926333,37.56152458
하하,중국집,서울특별시,마포구,연남동,서울특별시 마포구 연남동 229-12,서울특별시 마포구 동교로 263,126.9251311,37.56324364
연남육미안,백반/한정식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 228-58,서울특별시 마포구 동교로38길 5,126.9245969,37.56182414
연남광안리,횟집,서울특별시,마포구,연남동,서울특별시 마포구 연남동 228-28,서울특별시 마포구 동교로 258-1,126.9250247,37.56277413
위샐러듀연남점,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 224-5,서울특별시 마포구 동교로52길 10-7,126.926868,37.56368293
문인커피,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 361-8,서울특별시 마포구 연남로 88,126.918505,37.56668816
프롬딥그린,빵/도넛,서울특별시,마포구,연남동,서울특별시 마포구 연남동 370-8,서울특별시 마포구 연남로7길 38,126.9183715,37.56339815
서양면옥,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 382-2,서울특별시 마포구 연희로1길 43,126.9257076,37.56093322
밀향제과,빵/도넛,서울특별시,마포구,연남동,서울특별시 마포구 연남동 561-47,서울특별시 마포구 연남로3길 22-15,126.9206634,37.56144585
보틀클럽,요리 주점,서울특별시,마포구,연남동,서울특별시 마포구 연남동 260-49,서울특별시 마포구 동교로34길 4,126.924542,37.5609226
심야식당오밤중연남점,기타 한식 음식점,서울특별시,마포구,연남동,서울특별시 마포구 연남동 381-3,서울특별시 마포구 동교로34길 17,126.9252772,37.56095633
렌테,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 254-8,서울특별시 마포구 동교로41길 31,126.9231786,37.56364032
고덕,중국집,서울특별시,마포구,연남동,서울특별시 마포구 연남동 565-14,서울특별시 마포구 동교로27길 61,126.9207127,37.56038308
미미램양꼬치,중국집,서울특별시,마포구,연남동,서울특별시 마포구 연남동 227-20,서울특별시 마포구 성미산로 196,126.9265558,37.5625628
언페어피스,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 240-50,서울특별시 마포구 성미산로29길 12,126.9227111,37.56466324
하프노트,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 255-6,서울특별시 마포구 성미산로28길 25,126.9231901,37.5628385
그리너연남,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 240-22,서울특별시 마포구 성미산로 157,126.9236511,37.56462676
리리코,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 228-3,서울특별시 마포구 동교로 266-11,126.9259509,37.5629087
모리노팡,빵/도넛,서울특별시,마포구,연남동,서울특별시 마포구 연남동 561-51,서울특별시 마포구 연남로3길 22-16,126.9208095,37.56151927
르누아즈,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 383-91,서울특별시 마포구 동교로46길 42-9,126.9266806,37.561753
오리케이커리,기타 동남아식 전문,서울특별시,마포구,연남동,서울특별시 마포구 연남동 487-6,서울특별시 마포구 성미산로17길 112,126.9171169,37.56639611
호안끼엠,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 383-91,서울특별시 마포구 동교로46길 42-9,126.9266806,37.561753
카페세화,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 252-9,서울특별시 마포구 성미산로26길 8,126.9222311,37.56340642
산왕반점,중국집,서울특별시,마포구,연남동,서울특별시 마포구 연남동 241-17,서울특별시 마포구 성미산로29안길 19-5,126.9231422,37.56537899
젠틀키친,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 454-12,서울특별시 마포구 동교로51길 129-4,126.9199478,37.56632293
야키토리묵,기타 일식 음식점,서울특별시,마포구,연남동,서울특별시 마포구 연남동 223-102,서울특별시 마포구 성미산로 165-1,126.9245563,37.56465303
브런치카페플로럴연남,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 383-78,서울특별시 마포구 동교로38길 33-18,126.926338,37.56196613
메종브리크,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 390-28,서울특별시 마포구 동교로38길 27-19,126.9259535,37.56194462
또또쿠진,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 240-16,서울특별시 마포구 성미산로29안길 18,126.9232131,37.5651724
김뿌라,일식 회/초밥,서울특별시,마포구,연남동,서울특별시 마포구 연남동 369-15,서울특별시 마포구 성미산로 127,126.9207745,37.56315884
연:덮,백반/한정식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 561-2,서울특별시 마포구 동교로27길 82,126.9202702,37.56124403
연남빵집,빵/도넛,서울특별시,마포구,연남동,서울특별시 마포구 연남동 568-23,서울특별시 마포구 동교로27길 41,126.9214473,37.55967797
송가네감자탕,국/탕/찌개류,서울특별시,마포구,연남동,서울특별시 마포구 연남동 258-10,서울특별시 마포구 동교로 245,126.9240309,37.561828
우탕,백반/한정식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 487-21,서울특별시 마포구 성미산로17길 115,126.9168541,37.5665649
사루카메,일식 회/초밥,서울특별시,마포구,연남동,서울특별시 마포구 연남동 566-67,서울특별시 마포구 연남로 15,126.9226611,37.56105863
필엣필즈,빵/도넛,서울특별시,마포구,연남동,서울특별시 마포구 연남동 240-28,서울특별시 마포구 성미산로 153-14,126.9231477,37.56500061
요즘,요리 주점,서울특별시,마포구,연남동,서울특별시 마포구 연남동 260-47,서울특별시 마포구 동교로32길 5,126.9246227,37.56081521
클래식당,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 383-100,서울특별시 마포구 연희로1길 63,126.9265482,37.56151753
스윗미업,빵/도넛,서울특별시,마포구,연남동,서울특별시 마포구 연남동 570-20,서울특별시 마포구 연남로1길 67,126.9199052,37.55908721
누크녹,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 387-31,서울특별시 마포구 성미산로 190-31,126.9258206,37.56252908
히츠지야연남점,기타 일식 음식점,서울특별시,마포구,연남동,서울특별시 마포구 연남동 229-55,서울특별시 마포구 동교로 257-1,126.9247402,37.56287966
윤달,백반/한정식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 387-12,서울특별시 마포구 동교로 262-3,126.9254857,37.56298556
교촌치킨연남점,치킨,서울특별시,마포구,연남동,서울특별시 마포구 연남동 369-20,서울특별시 마포구 연남로 45,126.9207596,37.56341099
슈타데,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 257-18,서울특별시 마포구 동교로29길 48,126.9227646,37.56251926
우아하게스테이크,파스타/스테이크,서울특별시,마포구,연남동,서울특별시 마포구 연남동 383-38,서울특별시 마포구 연희로1길 45,126.9259099,37.56103417
이이크,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 228-57,서울특별시 마포구 동교로 248,126.924505,37.56192242
메리트리,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 241-18,서울특별시 마포구 성미산로29안길 17,126.9231096,37.56528859
연남동느루,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 260-52,서울특별시 마포구 동교로32길 3,126.9245319,37.56083241
월량관,중국집,서울특별시,마포구,연남동,서울특별시 마포구 연남동 387-45,서울특별시 마포구 동교로46길 10,126.9252885,37.56253325
멕시칸식당베르데,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 387-13,서울특별시 마포구 동교로 262-6,126.9253971,37.5628496
뭉텅연남점,백반/한정식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 228-1,서울특별시 마포구 성미산로 190,126.9261548,37.56290155
연하동,일식 회/초밥,서울특별시,마포구,연남동,서울특별시 마포구 연남동 373-15,서울특별시 마포구 연남로 6,126.9235406,37.56050801
연남오뎅,일식 회/초밥,서울특별시,마포구,연남동,서울특별시 마포구 연남동 387-8,서울특별시 마포구 동교로 262-13,126.9257847,37.56266391
헤이죠지,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 383-96,서울특별시 마포구 동교로46길 42-24,126.9265345,37.56167959
파롤앤랑그,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 240-32,서울특별시 마포구 성미산로29안길 8,126.9228425,37.56497079
도쿄수플레연남점,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 240-3,서울특별시 마포구 성미산로 161-11,126.9236663,37.56514049
연남국자,베트남식 전문,서울특별시,마포구,연남동,서울특별시 마포구 연남동 258-2,서울특별시 마포구 동교로39길 7,126.924027,37.56209827
풀스트릿,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 223-26,서울특별시 마포구 동교로51안길 16,126.9246155,37.56525727
연남동콤부차,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 227-5,서울특별시 마포구 동교로46길 42,126.926789,37.56208737
어나더룸,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 241-88,서울특별시 마포구 성미산로29안길 19-4,126.9233205,37.56557885
한스뮤직챔버,요리 주점,서울특별시,마포구,연남동,서울특별시 마포구 연남동 226-29,서울특별시 마포구 성미산로 195,126.9268257,37.56268239
요새,일식 회/초밥,서울특별시,마포구,연남동,서울특별시 마포구 연남동 225-15,서울특별시 마포구 동교로 273-1,126.925947,37.56397189
스타티스,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 390-35,서울특별시 마포구 동교로38길 33,126.9257221,37.561501
홍익분식,김밥/만두/분식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 487-111,서울특별시 마포구 성미산로 99,126.9182388,37.56161288
우리할매떡볶이연남점,김밥/만두/분식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 373-14,서울특별시 마포구 동교로 227-5,126.9236643,37.5605632
한성축산정육점식당,돼지고기 구이/찜,서울특별시,마포구,연남동,서울특별시 마포구 연남동 509-20,서울특별시 마포구 연남로 33,126.9214512,37.56254331
앰엔에프,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 385-12,서울특별시 마포구 동교로46길 21,126.9258467,37.56228604
미자씨,백반/한정식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 260-12,서울특별시 마포구 동교로38길 6,126.9246787,37.56164468
라라벨연남,요리 주점,서울특별시,마포구,연남동,서울특별시 마포구 연남동 240-33,서울특별시 마포구 성미산로29안길 6-3,126.9229001,37.56489923
코티지블루,경양식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 565-14,서울특별시 마포구 동교로27길 61,126.9207127,37.56038308
별빛카페달빛차,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 509-13,서울특별시 마포구 성미산로 128,126.9209706,37.56290834
달콤다정,김밥/만두/분식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 384-7,서울특별시 마포구 동교로38길 33-21,126.9261664,37.56209072
코발트무드,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 382-19,서울특별시 마포구 동교로38길 42,126.9256607,37.56104992
아디오도시파리,요리 주점,서울특별시,마포구,연남동,서울특별시 마포구 연남동 387-19,서울특별시 마포구 동교로46길 7,126.9253539,37.56270504
충전소,백반/한정식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 228-58,서울특별시 마포구 동교로38길 5,126.9245969,37.56182414
부에노떡볶이,김밥/만두/분식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 487-389,서울특별시 마포구 동교로23길 79,126.9182203,37.55898168
쏘슐랭,백반/한정식,서울특별시,마포구,연남동,서울특별시 마포구 연남동 387-18,서울특별시 마포구 동교로46길 9,126.9254458,37.56261577
오테라오테라부띠끄,카페,서울특별시,마포구,연남동,서울특별시 마포구 연남동 566-38,서울특별시 마포구 연남로3길 13,126.9217884,37.56114077
